Weight,Volume,Dimensions,AnomalyFlag
297.0,5.1,18x40x16,0
170.6,3.5,28x30x13,0
232.5,3.2,44x30x26,0
165.2,2.7,21x23x25,0
255.5,5.0,29x27x24,0
303.6,4.1,45x38x24,0
62.5,1.4,37x26x30,0
72.1,2.5,36x39x10,0
266.8,5.3,39x14x11,0
208.8,5.0,22x39x8,0
284.6,4.2,33x27x19,0
58.5,1.6,19x36x24,0
208.4,2.6,45x15x9,0
292.7,4.5,19x40x22,0
222.8,3.1,18x20x17,0
127.9,3.5,45x17x15,0
227.4,5.1,30x38x21,0
235.2,4.7,44x22x10,0
298.3,3.5,23x35x24,0
341.9,6.3,28x15x30,0
103.1,2.6,39x30x12,0
324.6,3.9,15x24x11,0
285.5,4.0,17x35x19,0
159.1,2.3,25x36x18,0
262.8,4.3,48x24x12,0
114.8,2.5,23x29x10,0
220.1,4.7,33x29x8,0
79.7,3.0,41x17x24,0
218.9,3.8,15x12x20,0
72.4,2.6,26x12x9,0
231.0,5.3,37x21x28,0
236.7,4.9,20x24x27,0
263.4,4.7,23x26x21,0
344.6,5.1,34x24x30,0
261.8,4.8,18x19x21,0
135.6,3.9,48x38x28,0
174.6,3.3,49x21x25,0
155.4,4.0,42x27x18,0
251.7,5.5,32x29x18,0
318.0,6.1,15x24x16,0
185.0,2.9,25x32x25,0
66.0,1.9,18x37x17,0
111.7,3.0,42x11x17,0
246.5,3.2,17x37x16,0
62.8,2.6,26x25x26,0
197.5,3.2,37x33x29,0
134.9,3.7,37x37x18,0
89.4,3.1,46x13x23,0
230.5,5.1,50x38x16,0
147.0,3.3,24x34x9,0
332.2,6.2,40x33x24,0
250.8,5.1,19x16x18,0
73.0,3.5,22x29x13,0
241.4,3.6,43x11x18,0
345.3,6.3,32x10x24,0
160.6,3.4,29x14x30,0
66.9,3.2,49x27x15,0
178.9,3.7,39x39x30,0
338.5,6.1,44x17x28,1
341.8,5.6,47x10x16,0
295.5,5.5,42x26x15,0
134.8,3.2,39x32x27,0
226.2,3.4,50x13x14,0
316.8,5.8,23x38x12,0
301.9,4.6,15x25x30,0
265.8,3.6,47x22x18,0
75.4,3.4,44x12x29,1
243.5,4.2,31x32x18,0
227.0,5.2,40x17x21,0
87.1,2.1,47x40x8,0
53.0,3.1,15x20x20,0
280.6,4.1,48x17x17,0
186.5,4.6,39x19x29,0
113.2,3.2,17x19x10,0
263.9,3.2,49x35x30,0
321.1,4.5,37x24x28,0
113.9,2.3,44x24x12,1
131.0,3.7,25x15x24,0
340.5,4.0,17x19x27,1
91.3,3.7,33x37x29,0
112.8,2.1,21x39x18,0
317.9,3.8,35x32x9,0
167.6,3.1,27x21x19,0
265.9,5.5,25x28x14,0
207.9,4.0,50x27x9,0
245.7,3.2,33x15x29,0
145.1,2.5,41x30x8,0
149.5,3.5,24x18x30,0
82.6,2.9,35x11x26,0
91.7,1.9,27x11x23,0
78.2,3.1,28x31x30,0
343.1,6.4,42x20x8,0
304.7,5.6,47x30x11,0
165.9,2.6,48x16x14,0
271.7,5.2,49x36x11,0
234.9,4.9,30x18x25,0
128.6,4.2,45x23x20,0
214.4,5.0,33x38x29,0
196.0,4.7,19x20x23,0
331.6,4.6,18x26x8,0
153.4,4.0,41x25x30,0
294.9,5.1,33x25x13,0
54.5,1.6,23x20x11,0
243.8,4.6,42x34x23,0
265.0,3.8,48x31x12,0
348.9,6.5,18x18x18,0
338.0,4.4,30x14x23,0
249.8,4.0,16x15x13,0
103.4,3.0,49x26x13,0
321.2,6.0,40x40x20,0
280.7,5.2,21x24x16,0
216.0,3.1,27x22x12,0
224.1,5.0,35x33x18,0
244.9,3.3,38x28x15,0
125.9,3.8,40x22x13,0
206.0,4.9,48x21x14,1
58.7,1.8,43x33x8,0
171.9,2.5,35x11x30,0
115.9,1.9,25x36x13,0
84.2,2.5,15x38x16,0
238.9,4.7,48x19x26,0
300.3,4.7,26x33x19,0
307.9,3.7,44x25x26,0
184.4,2.7,16x28x22,0
278.3,3.7,29x32x16,0
276.4,4.6,40x12x30,0
262.0,3.9,24x37x23,0
250.4,4.3,23x35x15,0
66.2,1.2,45x25x12,0
89.3,3.1,46x33x11,0
67.7,1.7,43x25x13,0
145.6,2.3,34x20x25,0
235.2,5.0,25x17x30,0
86.8,3.0,43x36x12,0
211.7,4.7,25x12x17,0
251.9,4.8,43x10x17,0
293.6,3.8,41x35x14,0
299.1,4.5,19x29x25,1
120.4,3.5,42x28x16,0
347.4,5.8,17x34x10,0
53.6,2.2,26x26x26,0
312.6,4.1,48x33x12,0
73.1,2.5,46x11x20,0
138.0,3.0,16x34x27,0
188.5,3.3,29x38x29,0
86.6,2.7,30x27x26,0
324.0,5.9,16x16x8,0
168.5,3.2,42x34x30,0
89.9,1.7,15x35x27,1
224.4,3.9,27x40x17,0
68.5,1.5,32x19x10,0
178.8,4.2,41x27x20,0
294.9,5.9,43x33x12,0
233.0,3.3,48x21x14,0
272.9,5.2,49x14x13,0
93.9,2.4,33x11x19,0
344.7,4.5,27x25x18,0
208.0,3.0,41x19x26,0
244.0,5.4,17x32x17,0
91.9,3.8,47x36x19,0
154.9,4.4,35x40x30,0
260.8,5.1,50x28x11,0
112.0,3.1,47x28x18,0
320.9,4.8,45x29x10,0
98.2,2.2,49x14x23,0
294.3,5.1,50x16x22,0
74.9,2.3,26x13x27,0
330.5,5.7,28x35x24,0
232.2,3.2,40x22x12,0
127.3,2.1,40x33x27,0
108.7,3.9,24x36x25,0
214.0,3.0,23x36x10,0
339.6,5.5,29x35x12,0
173.2,3.6,28x23x17,0
201.7,3.7,30x12x8,0
347.6,4.1,45x38x22,0
56.9,1.7,43x21x10,0
336.6,4.8,25x19x19,0
74.0,2.7,21x23x17,0
263.0,5.4,46x24x9,0
222.7,4.5,44x33x19,0
283.7,5.6,45x37x20,0
137.8,3.5,29x19x10,0
204.4,3.5,25x37x15,0
166.4,3.4,32x39x18,0
62.6,1.7,45x33x10,0
147.0,3.4,37x35x19,0
253.1,3.3,17x11x17,0
238.5,2.9,39x11x26,0
86.0,3.0,24x33x12,0
105.1,3.7,43x17x15,0
140.7,3.1,16x32x17,0
80.8,1.4,38x19x19,0
192.1,2.9,36x37x21,0
205.1,4.5,47x29x8,0
206.9,4.5,28x29x20,0
284.1,5.2,18x32x27,0
88.5,2.2,46x35x26,0
337.9,5.2,34x39x11,0
88.4,3.5,37x40x14,0
321.8,5.9,15x36x11,0
151.8,2.7,50x12x29,0
101.0,2.6,16x34x8,0
297.4,3.5,39x35x23,0
52.2,2.5,18x39x23,0
148.2,2.6,26x25x25,0
329.4,4.3,25x25x14,0
92.5,3.4,45x26x8,0
290.8,3.7,28x23x14,0
242.7,3.4,24x24x29,0
276.2,4.4,22x17x28,0
167.3,3.3,24x21x22,1
335.4,5.0,49x10x12,0
269.6,3.3,24x18x11,0
129.5,3.6,17x11x8,0
197.4,4.4,24x10x13,0
273.3,4.4,28x35x17,0
154.9,4.2,37x14x25,0
134.9,3.7,15x13x22,0
294.0,3.7,40x12x10,0
78.5,2.5,40x12x24,0
258.1,4.0,37x34x30,0
291.5,3.8,38x27x22,0
209.8,4.3,37x14x19,0
300.6,4.7,15x38x22,0
203.9,2.9,32x34x17,0
218.7,3.0,15x22x30,0
311.2,4.7,33x39x27,0
300.5,4.6,24x32x9,0
338.6,4.1,32x36x19,0
189.5,2.6,45x14x27,0
177.2,3.4,26x14x29,0
70.6,2.2,41x35x28,0
152.1,2.8,41x15x24,0
95.1,2.5,20x39x16,0
265.9,5.0,50x40x21,0
271.0,3.8,27x18x22,0
287.6,3.5,33x34x29,0
250.6,3.5,27x22x24,0
272.7,4.4,25x35x25,0
167.6,3.6,48x34x19,0
221.7,4.5,29x35x27,0
298.2,3.5,31x17x29,0
295.6,5.2,46x18x13,0
306.2,5.1,42x11x16,0
321.8,6.1,29x40x24,0
160.5,3.2,24x13x18,0
117.8,2.2,37x15x30,0
260.3,4.1,26x40x10,0
93.6,1.5,49x32x22,0
205.3,4.5,44x35x23,0
166.3,3.1,45x40x20,0
337.6,4.2,26x25x9,0
254.8,5.0,44x29x25,0
169.2,2.9,42x12x23,0
303.7,5.7,22x11x16,0
315.1,4.0,32x28x22,0
188.1,2.8,16x25x30,0
89.9,3.1,37x29x20,0
127.0,2.6,39x15x15,0
127.5,3.2,41x25x26,0
133.9,1.9,38x32x14,0
60.2,1.2,49x10x17,0
269.6,5.4,32x21x27,0
309.0,5.9,47x11x28,0
164.9,4.0,40x29x13,0
79.0,2.2,27x14x13,0
80.7,2.9,47x40x15,0
155.4,2.5,26x32x29,0
73.8,3.3,44x30x9,0
316.6,4.8,50x33x30,0
337.2,5.9,47x31x18,0
173.2,4.5,20x25x13,0
110.2,1.9,21x36x29,0
251.6,5.4,15x11x21,0
59.0,3.0,31x13x9,0
229.2,2.9,18x15x25,0
223.5,4.5,47x31x13,0
109.8,2.6,49x34x26,0
60.5,2.3,19x28x17,0
56.4,3.3,37x13x20,0
326.4,6.2,39x32x23,0
251.3,3.9,39x30x30,0
116.7,2.0,18x20x30,0
232.7,4.3,40x25x21,0
148.9,3.9,33x12x30,0
245.7,4.3,24x14x15,0
234.7,4.3,45x22x11,0
60.3,2.7,27x36x25,0
254.0,3.4,44x38x19,0
92.7,3.8,46x17x18,0
75.4,1.8,36x36x25,0
281.6,4.6,28x35x23,0
72.1,2.4,18x11x8,0
204.2,4.5,21x15x11,0
236.1,4.2,50x23x22,0
216.7,4.6,16x31x18,0
309.8,5.0,31x31x13,0
94.3,3.5,23x34x17,0
196.7,3.1,16x28x14,0
147.7,3.3,27x28x25,0
326.9,5.4,44x31x26,0
245.2,4.4,28x15x24,0
63.4,2.2,35x28x14,0
196.9,2.8,48x15x22,0
68.1,3.3,46x18x24,0
125.9,3.1,44x18x27,0
214.2,4.0,31x10x10,0
155.5,4.1,21x27x18,0
148.9,3.8,29x24x16,0
249.0,4.2,40x38x24,0
66.6,2.3,18x29x16,0
237.4,3.1,31x17x10,0
192.9,3.8,27x35x20,0
197.1,4.7,16x15x15,0
56.0,1.1,43x22x27,0
171.8,2.3,38x26x28,0
194.7,3.6,47x20x8,0
299.4,5.5,25x39x26,0
101.0,3.4,31x12x11,0
277.4,4.2,16x24x16,0
123.1,2.7,34x24x20,1
305.5,3.9,25x11x9,0
227.3,3.0,23x19x24,0
134.6,3.2,43x26x19,0
58.2,2.3,18x37x24,0
71.4,2.6,31x27x30,1
136.4,2.2,46x13x25,0
327.7,4.9,28x32x19,0
278.1,3.9,46x24x9,0
131.5,2.7,40x10x23,0
80.5,1.7,37x20x19,0
87.3,3.8,34x10x30,0
193.3,4.4,40x36x17,0
101.7,3.2,45x37x22,0
115.7,2.7,32x16x21,0
228.6,3.1,44x38x26,0
133.7,4.2,36x40x25,0
126.6,2.2,47x13x26,0
197.3,3.8,49x27x25,0
213.8,3.7,46x31x17,0
99.1,2.8,26x14x16,0
72.1,3.3,15x14x10,0
349.3,6.1,32x40x21,0
283.4,3.4,43x12x21,0
264.2,4.8,38x24x25,0
168.3,3.3,23x33x21,1
227.8,3.2,20x28x12,0
187.6,4.5,31x13x11,0
232.3,5.1,33x35x16,0
104.8,3.1,21x37x20,0
278.5,5.8,20x15x19,0
197.5,3.6,32x13x16,1
110.2,2.7,28x14x14,0
228.1,3.1,35x33x29,0
272.3,4.5,36x30x18,0
139.7,4.2,35x29x26,0
178.4,3.5,29x12x14,0
61.8,3.6,29x22x26,0
257.9,3.3,17x11x23,0
152.3,2.1,20x15x22,0
166.2,2.8,22x22x17,0
278.3,3.7,46x31x17,0
231.3,4.5,50x34x22,0
107.1,2.9,47x33x18,0
147.2,4.3,39x23x22,0
89.1,1.6,28x18x15,0
184.7,4.4,36x37x16,0
245.6,4.3,43x16x18,0
122.1,2.1,25x40x12,0
51.7,3.2,36x16x17,0
88.5,3.6,17x15x29,0
142.6,2.1,37x19x29,0
243.5,5.0,47x17x10,0
314.9,4.3,22x24x8,0
264.3,5.2,50x31x11,0
261.6,4.1,41x38x14,0
53.1,2.0,30x19x25,0
166.4,4.4,47x37x24,0
227.1,3.6,22x31x16,0
274.6,3.7,36x25x24,0
175.4,2.5,37x11x23,0
336.1,6.3,20x29x26,0
212.7,4.2,41x20x21,0
158.3,2.5,20x40x10,0
53.3,3.3,43x29x20,0
75.0,2.8,24x29x25,0
199.8,2.6,31x18x8,0
210.6,3.4,37x21x10,0
193.3,4.0,38x25x17,0
99.7,1.7,15x35x14,0
239.7,4.2,45x20x13,0
287.2,4.2,24x27x20,0
108.0,2.0,29x23x19,0
250.9,3.2,30x29x12,0
302.1,4.3,18x33x13,0
156.1,3.2,24x22x15,0
280.9,5.4,18x31x15,0
147.4,4.2,29x23x17,0
309.5,5.5,38x23x28,0
101.2,3.4,45x29x13,0
279.7,3.4,17x26x24,0
325.1,4.7,47x36x16,0
243.7,4.9,40x32x13,0
177.7,3.8,40x19x15,0
229.0,5.2,34x12x14,0
229.0,5.1,16x13x10,0
344.7,6.1,32x35x13,0
117.9,3.8,20x13x12,0
310.5,4.7,24x35x30,0
149.0,3.3,38x31x25,0
297.4,3.8,37x22x15,0
323.1,6.0,27x31x24,0
130.5,2.7,38x28x9,1
169.2,4.4,29x22x17,0
51.1,1.8,45x14x10,0
298.6,3.5,27x15x23,0
97.9,3.3,31x38x29,0
186.2,4.5,37x27x10,0
258.8,4.6,24x21x26,0
145.2,2.0,29x40x22,0
59.3,1.8,19x26x24,0
148.1,3.6,48x39x9,0
279.2,3.7,48x15x29,0
211.7,4.4,31x36x13,0
80.8,3.0,49x10x11,0
137.6,3.9,22x37x17,0
116.2,3.7,28x33x22,0
252.0,3.0,34x25x12,0
160.8,2.5,35x18x18,0
62.9,1.8,17x14x24,0
315.3,3.7,31x37x19,0
74.2,3.3,40x26x22,0
66.5,2.2,20x10x26,0
79.3,2.3,37x31x19,0
50.5,1.0,42x10x27,0
287.6,4.7,44x34x17,0
255.5,4.7,38x11x28,0
273.3,3.3,43x13x25,0
122.3,2.0,44x30x15,0
144.3,2.1,24x24x25,0
116.6,3.1,46x33x16,0
127.3,2.5,33x13x16,0
207.8,4.1,42x40x24,0
100.1,3.9,46x30x14,0
252.4,3.7,22x24x27,0
66.3,2.4,40x26x29,1
317.8,4.9,24x23x16,0
86.3,3.0,18x25x14,0
279.3,4.1,35x21x29,0
191.7,3.2,32x16x12,0
157.2,4.2,22x34x9,0
139.4,3.3,43x30x12,0
253.7,4.9,46x10x20,0
319.3,6.1,50x37x10,0
169.6,2.3,48x26x24,0
87.0,3.5,28x37x24,0
155.4,2.8,33x30x26,0
133.4,4.0,42x19x18,0
194.5,3.3,32x11x25,1
101.4,1.7,36x26x27,0
71.5,2.3,50x17x20,0
287.9,4.9,18x16x20,0
106.7,3.8,25x27x22,0
272.8,5.4,17x27x25,0
288.7,3.9,43x11x14,0
206.9,3.8,38x14x10,0
316.2,5.2,37x40x19,0
144.3,4.4,15x30x15,0
263.3,3.6,28x30x9,0
160.1,2.3,43x20x10,0
218.0,3.2,35x39x13,0
75.9,1.9,44x39x20,0
339.4,4.6,38x36x23,0
303.1,5.3,45x40x23,0
158.4,3.2,17x28x14,0
204.9,4.9,27x20x12,0
198.5,3.7,32x40x13,0
79.3,3.6,23x33x16,0
242.7,5.1,20x37x21,0
332.2,6.2,47x18x8,0
157.3,4.1,23x20x14,0
322.4,4.0,22x16x22,0
97.1,1.6,27x22x16,0
347.6,4.7,20x17x30,0
90.5,3.4,15x12x21,0
132.2,2.0,38x15x24,0
107.1,2.5,27x30x15,0
142.8,4.0,19x30x18,0
262.4,4.5,47x38x28,0
164.9,2.3,50x25x8,0
120.2,2.5,21x40x28,0
303.1,4.2,29x15x14,0
138.1,3.8,24x36x21,0
144.2,2.1,16x34x10,0
65.0,3.4,15x30x10,0
154.8,2.6,41x28x19,0
332.4,5.4,50x23x28,0
257.2,3.2,49x26x20,0
191.0,4.5,23x31x9,0
150.4,3.5,43x34x8,0
127.9,2.1,32x22x8,0
112.7,2.3,16x38x26,1
291.7,3.9,42x12x13,0
170.2,3.0,49x14x11,0
179.5,2.6,38x39x20,0
293.1,4.1,36x10x28,0
245.9,4.4,33x17x15,0
210.3,3.2,35x18x21,0
201.2,4.1,44x16x23,0
193.3,2.5,49x40x8,0
66.1,1.8,45x34x25,0
144.4,3.1,29x29x23,0
194.3,3.7,38x10x12,0
301.1,4.9,26x10x30,0
123.7,2.7,28x14x20,0
91.3,3.0,39x37x27,0
170.0,4.1,47x39x16,0
217.1,4.6,42x35x23,0
169.0,3.3,44x19x9,0
293.8,4.4,31x16x9,0
157.6,4.3,34x33x17,0
122.1,2.1,37x39x14,0
216.3,4.2,32x26x16,0
116.4,2.9,37x18x15,0
240.8,3.5,26x18x20,0
119.4,1.8,27x29x25,0
134.7,3.8,47x30x9,0
271.5,4.7,49x14x16,0
157.1,3.6,24x19x12,0
283.6,5.7,37x10x28,0
105.1,3.3,25x19x22,1
255.2,4.3,44x14x30,0
173.7,4.7,28x25x9,0
299.9,4.6,48x24x30,0
244.6,3.5,42x16x14,0
73.8,3.5,35x21x19,0
86.3,3.3,45x18x30,0
322.8,4.8,23x22x25,0
275.0,3.3,42x33x18,0
340.4,4.1,29x16x17,0
331.4,5.6,31x32x25,0
184.4,4.4,24x21x16,0
95.0,3.8,15x35x19,0
55.2,2.8,16x33x21,0
313.0,5.7,21x27x28,0
266.6,4.7,47x39x10,0
140.1,3.3,37x11x28,0
160.7,4.3,25x40x22,0
285.1,5.4,34x32x18,0
320.1,4.6,43x39x28,0
237.6,4.2,47x21x12,0
130.4,2.9,39x39x11,0
346.1,5.4,41x12x26,0
266.0,5.1,45x12x25,0
330.1,4.9,17x14x17,0
226.9,5.1,18x27x17,0
345.5,4.9,39x30x22,0
221.9,2.8,22x30x19,0
303.1,5.1,30x19x11,0
178.5,2.4,33x32x9,0
115.3,2.6,40x23x27,0
312.1,5.1,37x28x22,0
232.7,3.8,28x13x14,0
156.8,3.7,32x27x10,0
316.5,6.0,25x34x26,0
119.8,4.1,41x19x20,0
292.8,5.0,49x20x11,0
215.8,3.3,29x28x11,0
154.8,4.3,21x27x11,0
327.4,4.8,27x11x26,0
340.7,5.6,17x13x12,1
249.8,3.5,44x19x10,0
84.3,3.4,36x24x11,0
77.4,1.4,42x32x10,0
132.1,2.5,16x15x28,0
348.9,5.9,30x24x22,0
246.4,3.3,30x28x10,0
179.7,4.8,48x30x11,0
54.8,3.2,39x24x10,1
81.6,3.3,18x38x25,0
108.1,2.3,45x24x11,0
246.8,4.6,21x12x9,0
190.6,4.6,30x27x8,0
155.3,4.3,42x20x14,0
69.7,2.4,40x18x16,0
244.5,3.8,48x35x15,0
238.1,5.1,37x38x20,0
50.0,1.8,40x14x29,0
155.9,2.4,23x28x25,0
230.2,4.2,44x28x19,0
163.1,3.9,28x20x17,0
229.2,3.3,42x37x27,0
212.1,3.4,31x39x22,0
315.5,5.7,41x16x26,0
161.6,3.2,32x12x9,0
186.6,3.3,43x37x11,0
203.3,2.8,45x37x20,1
266.9,4.5,48x34x15,0
142.7,2.3,44x33x8,0
133.7,2.3,50x24x14,0
293.7,4.4,36x24x19,0
282.5,5.1,35x33x27,0
182.7,2.5,34x35x16,0
260.3,4.5,17x13x27,0
328.4,6.0,41x32x19,0
266.5,3.6,25x30x22,0
283.4,4.1,29x37x11,0
104.0,2.2,31x14x27,0
336.6,5.9,29x19x28,0
91.3,3.4,26x18x21,0
342.2,5.4,35x17x17,0
307.2,5.7,33x29x22,0
109.6,1.9,23x38x29,0
98.4,3.7,43x33x8,0
319.3,3.7,21x14x30,0
297.6,5.7,18x20x21,0
180.3,2.4,25x17x17,0
79.2,3.2,30x38x17,0
330.5,4.2,20x38x18,0
217.1,3.3,24x24x14,0
323.3,4.0,42x22x27,0
341.0,4.3,18x15x19,0
241.9,4.9,49x27x10,0
138.7,2.1,30x33x11,0
252.2,4.1,23x10x27,0
282.1,5.2,43x28x20,0
115.2,1.7,17x29x17,0
173.6,4.7,40x40x25,0
229.2,4.8,17x38x27,0
312.3,4.7,28x29x11,0
321.4,5.2,19x32x25,0
153.7,3.9,18x33x26,0
288.0,5.3,50x34x9,0
62.0,1.5,18x20x24,0
267.5,4.2,23x21x12,0
226.8,3.8,19x19x10,0
139.9,3.9,34x32x11,0
306.3,5.5,30x11x11,0
80.0,3.5,39x15x17,0
284.8,3.7,49x14x23,0
133.4,2.0,36x31x23,0
317.8,4.8,17x33x24,0
316.3,6.0,26x29x24,1
55.1,3.0,34x31x15,0
54.0,2.3,15x33x22,0
183.0,2.4,37x38x26,0
297.6,3.5,43x27x24,0
204.0,3.5,18x24x29,0
179.4,4.7,28x26x20,0
223.4,4.3,30x31x25,0
86.3,1.9,33x28x21,0
328.9,5.7,47x38x23,0
142.0,4.3,33x22x18,0
67.7,2.0,27x26x22,0
313.3,5.1,21x12x30,0
207.3,3.2,50x29x30,0
161.2,2.2,45x21x29,0
190.2,2.7,23x30x16,0
248.0,5.1,25x23x21,0
69.1,1.7,41x14x11,1
186.2,4.1,33x19x25,0
221.1,2.9,26x22x15,0
287.4,4.8,18x29x8,0
158.6,3.7,43x24x18,0
54.4,2.8,43x35x26,0
282.3,5.0,33x31x22,0
137.7,3.5,50x35x16,0
263.3,5.5,31x14x13,0
164.8,4.0,19x18x21,0
265.5,3.9,37x25x19,0
282.3,3.7,50x22x9,0
242.6,5.0,20x24x20,0
287.5,4.1,37x40x30,0
188.5,4.4,50x39x15,0
335.6,4.7,26x38x30,0
239.9,3.2,33x39x27,0
161.3,4.2,41x22x12,0
54.6,2.1,28x18x28,0
159.9,4.3,40x28x21,0
202.5,4.9,31x26x26,0
252.5,5.1,50x26x15,0
90.6,3.4,50x19x29,0
231.8,3.6,30x31x29,0
345.0,4.2,45x23x15,0
161.5,4.5,47x27x29,0
88.9,2.2,46x10x23,0
168.8,2.3,42x16x20,0
93.0,2.3,41x28x18,0
105.1,1.8,40x14x18,0
183.9,4.2,30x18x19,0
80.1,3.1,43x19x14,0
285.1,4.9,45x13x24,0
274.4,5.4,38x20x19,0
246.7,3.2,37x35x10,0
297.8,4.5,47x21x12,0
116.9,4.1,31x40x28,0
300.2,4.3,42x29x8,0
214.0,4.6,50x19x10,0
239.0,5.2,29x35x20,0
310.4,5.1,18x27x29,0
153.1,3.9,44x23x19,0
331.2,4.5,50x40x17,0
180.5,3.7,39x34x25,0
178.5,3.7,31x28x14,0
296.4,5.8,21x40x16,0
248.6,5.4,28x31x22,0
304.8,5.7,28x23x11,0
339.0,6.3,22x35x23,0
161.9,4.1,15x30x10,0
171.3,2.7,37x39x12,0
112.7,2.4,20x34x12,0
341.7,6.0,20x10x14,0
300.0,4.3,29x29x26,0
154.4,2.9,27x39x26,0
123.1,3.7,28x23x21,0
172.7,4.1,27x40x19,0
282.7,5.2,43x30x8,0
149.6,3.2,15x36x17,0
342.8,4.6,33x29x20,0
250.5,5.4,25x13x25,0
224.4,4.6,29x22x29,0
64.1,2.2,20x27x25,0
226.7,4.0,40x16x26,0
59.3,1.2,48x38x16,0
138.9,3.4,32x15x10,0
65.0,1.8,45x14x24,0
117.6,3.9,30x10x28,0
343.7,4.8,43x24x26,0
180.9,3.4,44x37x9,0
318.2,5.5,45x24x14,0
290.3,5.5,39x23x24,0
122.1,1.8,20x28x14,0
343.3,5.4,15x12x20,0
220.3,4.1,49x34x17,1
84.5,2.0,28x36x14,0
58.3,2.9,49x18x9,0
151.2,4.3,50x29x14,0
337.8,4.6,39x37x16,0
137.7,2.2,37x26x26,0
275.6,4.6,35x40x20,0
78.8,2.6,35x28x8,0
273.0,3.5,50x38x18,0
159.0,3.9,50x17x24,0
54.9,3.0,40x11x17,0
218.3,3.0,27x14x14,1
164.4,3.6,42x24x20,0
308.7,4.6,33x29x28,0
239.5,4.6,24x14x9,0
240.1,4.7,21x37x24,0
53.4,2.3,34x21x9,0
264.4,3.1,36x32x29,0
299.4,5.2,28x24x25,0
143.4,3.6,38x10x22,0
251.4,5.4,16x20x25,0
82.7,1.8,34x18x27,0
336.0,4.5,19x11x27,0
215.3,5.0,25x21x22,0
269.0,4.3,24x25x13,0
277.6,5.0,24x21x25,0
212.5,4.1,21x28x14,0
168.4,3.7,24x24x30,0
228.8,2.9,17x34x17,0
313.9,5.8,28x40x22,0
252.8,5.0,46x17x19,0
79.4,2.2,36x40x12,0
295.4,4.4,49x32x18,0
213.4,4.7,28x32x29,0
60.9,3.6,28x36x28,0
107.1,1.9,39x11x14,0
117.9,3.4,18x19x8,0
136.8,2.0,15x11x23,0
316.2,4.0,30x32x9,0
278.9,4.2,39x30x19,0
213.1,2.7,39x27x27,0
125.1,2.2,45x35x24,0
335.5,4.8,15x19x9,0
146.0,2.4,41x21x18,0
229.8,3.0,25x22x28,0
213.6,4.5,41x36x26,0
258.0,4.0,29x18x25,1
50.1,2.9,16x25x11,0
320.2,5.3,29x29x18,0
183.7,3.3,18x27x11,0
198.0,4.9,43x33x23,0
271.5,4.1,18x28x16,0
225.0,3.0,20x15x12,0
339.5,4.0,17x15x16,1
76.3,3.5,20x24x18,0
289.1,5.6,34x23x27,0
80.7,3.7,42x22x30,0
249.6,5.3,30x16x26,0
98.2,2.5,29x38x19,0
337.8,4.8,22x13x21,0
345.9,6.0,16x40x26,0
289.2,3.7,39x11x29,0
54.5,1.5,25x14x8,0
136.4,3.5,38x24x11,0
62.9,3.4,20x29x26,0
90.5,2.5,35x23x19,0
322.2,4.1,47x14x20,0
135.3,2.0,32x39x26,1
190.6,4.4,27x11x28,0
305.0,5.8,34x33x15,0
252.9,4.1,36x13x12,0
240.2,5.3,23x35x15,0
323.2,4.9,41x32x22,0
279.7,3.5,37x37x11,0
344.5,6.0,31x24x29,0
76.7,2.1,45x16x8,0
312.1,4.2,21x10x8,0
112.0,3.9,26x22x12,0
256.0,5.3,32x15x20,0
148.5,3.0,18x30x27,0
163.4,4.1,36x25x14,0
77.2,2.5,27x39x26,0
331.5,6.0,20x10x19,0
341.8,4.7,26x20x20,0
282.7,5.1,33x11x24,0
166.5,2.7,18x23x26,0
325.4,4.7,15x15x27,0
269.8,5.5,17x38x20,0
287.1,3.8,19x17x8,0
190.2,3.6,32x36x27,0
57.6,1.2,16x39x30,0
348.3,5.6,25x12x17,0
252.1,4.6,44x10x20,0
337.7,6.2,28x23x19,0
269.5,3.2,30x22x17,0
259.7,5.5,37x13x22,0
242.9,4.8,30x23x27,0
253.2,4.7,24x16x29,0
217.4,4.2,46x38x19,0
268.9,5.1,48x14x8,0
112.7,2.4,50x25x23,0
126.7,2.2,17x39x17,0
237.6,3.0,39x19x13,0
334.0,5.4,16x40x19,0
128.8,3.4,43x28x30,0
335.7,3.9,33x12x17,0
266.6,3.3,41x34x22,0
285.3,5.3,30x26x20,0
329.2,4.4,48x23x22,0
200.3,4.2,49x38x20,0
100.6,2.2,34x39x10,0
178.6,3.6,28x15x26,0
63.3,3.2,17x15x22,0
249.5,4.7,35x19x19,0
194.3,3.4,17x37x23,0
51.2,1.9,25x12x9,0
205.5,3.6,46x34x17,0
90.5,3.2,17x36x25,0
238.6,3.4,23x13x23,0
190.8,3.2,39x26x17,0
329.0,6.2,16x10x25,0
69.3,3.6,15x39x22,0
183.4,2.4,31x33x11,0
228.2,3.8,24x14x13,1
345.8,4.0,23x23x8,0
165.8,4.6,25x27x22,0
228.7,3.5,18x10x25,0
252.0,4.5,29x21x9,0
83.5,3.7,35x35x22,0
63.2,1.8,48x23x9,0
223.2,2.8,34x29x19,0
269.9,5.2,15x29x11,0
165.5,2.7,39x27x8,0
262.7,4.2,16x30x24,1
70.2,3.0,25x13x17,0
134.9,2.7,40x24x21,0
74.6,2.3,34x13x8,0
163.8,2.6,43x30x13,0
209.2,4.7,42x31x9,0
