ShipmentID,OrderID,CustomerID,Origin,Destination,Carrier,RouteID,PlannedShipDate,ActualShipDate,PlannedDeliveryDate,ActualDeliveryDate,Status,ShipmentType,Weight,Volume,Dimensions,DelayFlag,DisruptionReason,Weather,Traffic,PublicEvent,VehicleID,EngineHours,Mileage,FuelConsumption,GPS,Temperature,Vibration,MaintenanceDate,MaintenanceType,BreakdownFlag,PackageImage,ImageLabel,IncidentFlag,AnomalyFlag
5193,9193,C797,Philadelphia,San Francisco,FedEx,R13,2025-05-01,2025-05-01,2025-05-04,2025-05-04,Delivered,Express,231.0,3.5,42x37x12,0,,Cloudy,Severe,None,V020,6927,142819,8.5,"-61.8344,-25.1218;-68.6455,-159.9723",30,0.08,2025-04-14,Brake Check,0,package_5193_before.jpg,OK,0,0
5194,9194,C642,New York,Los Angeles,FedEx,R8,2025-05-12,2025-05-12,2025-05-18,2025-05-20,Delivered,Standard,205.2,4.3,46x35x26,0,,Sunny,High,Holiday,V013,2084,132298,4.9,"53.3676,-174.0255;-55.7798,-5.6615",22,0.05,2025-04-24,Inspection,0,package_5194_before.jpg,OK,0,0
5195,9195,C943,Houston,Las Vegas,FedEx,R1,2025-05-02,2025-05-02,2025-05-06,2025-05-06,Delivered,Fragile,192.4,3.9,46x23x12,0,,Rain,Low,Strike,V006,4908,121124,8.8,"-30.1984,79.4383;-39.056,82.3155",19,0.09,2025-04-20,Brake Check,0,package_5195_before.jpg,Damaged,0,0
5196,9196,C356,Atlanta,Orlando,UPS,R20,2025-05-30,2025-05-30,2025-06-03,2025-06-03,Delivered,Fragile,223.5,3.7,15x30x30,0,,Storm,Moderate,None,V016,1745,148417,11.8,"33.2355,-156.1627;50.0847,178.2339",18,0.04,2025-05-15,Oil Change,0,package_5196_before.jpg,OK,0,0
5197,9197,C252,Detroit,Las Vegas,DHL,R14,2025-05-30,2025-05-31,2025-06-04,2025-06-04,Delivered,Fragile,264.2,5.1,38x11x8,0,,Storm,Severe,None,V014,6504,64747,9.3,"84.8742,9.6372;48.0059,31.9919",21,0.05,2025-05-10,Battery Replacement,0,package_5197_before.jpg,Damaged,0,0
5198,9198,C147,Atlanta,Austin,UPS,R7,2025-05-28,2025-05-28,2025-05-30,2025-05-30,Delivered,Express,70.3,3.2,42x39x15,0,,Clear,Low,Strike,V030,1996,60940,5.6,"79.4524,-80.7624;42.0679,116.0407",26,0.08,2025-04-28,Inspection,0,package_5198_before.jpg,OK,0,0
5199,9199,C895,Detroit,Austin,UPS,R12,2025-05-21,2025-05-21,2025-05-22,2025-05-22,Delivered,Fragile,101.4,2.8,42x26x18,0,,Clear,Moderate,Strike,V011,6322,130138,10.2,"10.959,-115.5407;-82.0108,102.0436",30,0.02,2025-05-10,Filter Change,0,package_5199_before.jpg,Damaged,0,0
5200,9200,C142,Atlanta,Austin,DHL,R15,2025-05-08,2025-05-08,2025-05-12,2025-05-14,Delivered,Fragile,256.4,3.6,28x19x12,0,,Storm,Severe,None,V005,6305,141422,5.0,"-48.1831,-170.3905;-73.8445,88.7",30,0.1,2025-04-28,Oil Change,0,package_5200_before.jpg,Damaged,0,0
5201,9201,C577,Boston,Miami,UPS,R6,2025-05-04,2025-05-05,2025-05-09,2025-05-10,Delivered,Standard,298.9,4.6,24x37x10,0,,Cloudy,Severe,Strike,V027,4203,24853,7.5,"-22.2718,-133.0856;36.3571,-43.4196",23,0.05,2025-04-10,Oil Change,0,package_5201_before.jpg,Damaged,0,0
5202,9202,C341,Detroit,Orlando,FedEx,R7,2025-05-15,2025-05-15,2025-05-21,2025-05-21,Delivered,Fragile,87.9,2.7,41x12x25,0,,Rain,Moderate,Holiday,V017,2849,51421,11.2,"70.4103,80.8125;-36.0421,-51.4391",22,0.09,2025-05-13,Inspection,0,package_5202_before.jpg,Damaged,0,0
5203,9203,C974,Chicago,Denver,DHL,R19,2025-05-20,2025-05-20,2025-05-26,2025-05-26,Delivered,Fragile,146.3,3.8,49x30x18,0,,Storm,Low,Strike,V024,7529,128542,9.2,"28.7941,103.389;53.9406,157.8977",25,0.06,2025-04-22,Oil Change,0,package_5203_before.jpg,Damaged,0,0
5204,9204,C655,Miami,Orlando,FedEx,R13,2025-05-13,2025-05-13,2025-05-15,2025-05-15,Delivered,Fragile,315.8,3.8,37x33x20,0,,Cloudy,Severe,Holiday,V018,7443,32456,9.3,"-37.902,-174.545;-21.7954,-2.8811",29,0.07,2025-05-09,Filter Change,0,package_5204_before.jpg,Damaged,0,0
5205,9205,C759,Houston,Phoenix,DHL,R20,2025-05-29,2025-05-30,2025-06-01,2025-06-01,Delayed,Standard,225.4,2.8,25x19x22,1,,Cloudy,High,Holiday,V013,6593,146913,8.8,"68.1787,-166.146;0.6763,32.6501",27,0.09,2025-05-09,Oil Change,0,package_5205_before.jpg,Damaged,1,0
5206,9206,C670,Philadelphia,Las Vegas,UPS,R10,2025-05-08,2025-05-08,2025-05-15,2025-05-15,Delivered,Fragile,114.4,3.7,23x23x18,0,,Storm,Moderate,Holiday,V012,3234,98263,4.8,"43.3747,45.262;-66.1438,118.8738",26,0.08,2025-04-19,Inspection,0,package_5206_before.jpg,OK,0,0
5207,9207,C468,Philadelphia,Phoenix,UPS,R7,2025-05-07,2025-05-07,2025-05-08,2025-05-10,Delayed,Fragile,162.6,2.5,32x34x13,1,,Storm,Moderate,Strike,V007,3195,53752,10.0,"-23.9001,11.5837;-1.2605,-61.3084",15,0.09,2025-04-29,Brake Check,0,package_5207_before.jpg,OK,0,0
5208,9208,C266,Philadelphia,San Francisco,FedEx,R11,2025-05-20,2025-05-20,2025-05-25,2025-05-25,Delivered,Standard,163.0,2.9,17x31x24,0,,Storm,Severe,Strike,V003,5466,84610,10.0,"68.284,-0.105;67.2283,-94.5201",22,0.05,2025-05-06,Battery Replacement,0,package_5208_before.jpg,Damaged,0,0
5209,9209,C140,San Diego,Phoenix,FedEx,R17,2025-05-10,2025-05-10,2025-05-14,2025-05-14,Delivered,Standard,229.0,3.5,46x37x10,0,,Rain,Severe,Holiday,V019,5540,113845,6.1,"88.3544,46.7461;41.3988,-64.2562",16,0.06,2025-04-23,Inspection,0,package_5209_before.jpg,OK,0,0
5210,9210,C771,San Diego,Houston,FedEx,R20,2025-05-13,2025-05-14,2025-05-20,2025-05-21,Delivered,Standard,145.9,3.3,34x19x10,0,,Rain,Moderate,Strike,V018,2083,78194,10.1,"-78.554,-95.6287;78.628,-166.849",29,0.09,2025-05-09,Inspection,0,package_5210_before.jpg,Damaged,0,0
5211,9211,C974,Philadelphia,Orlando,FedEx,R15,2025-05-16,2025-05-16,2025-05-17,2025-05-18,Delivered,Fragile,209.3,4.7,29x11x27,0,,Clear,High,Strike,V009,7908,29503,4.9,"59.8969,-55.0234;32.2482,-84.6807",25,0.04,2025-05-15,Filter Change,0,package_5211_before.jpg,OK,0,0
5212,9212,C658,Dallas,Orlando,DHL,R19,2025-05-04,2025-05-04,2025-05-10,2025-05-10,Disrupted,Fragile,117.2,1.8,40x40x10,1,,Rain,Low,Holiday,V012,3546,145097,8.0,"-86.9589,168.339;-74.8328,63.5278",17,0.03,2025-04-06,Battery Replacement,0,package_5212_before.jpg,OK,0,0
5213,9213,C752,Boston,Phoenix,UPS,R17,2025-05-30,2025-05-30,2025-06-02,2025-06-03,Delivered,Fragile,63.9,1.2,26x15x27,0,,Rain,High,None,V018,5967,107835,5.0,"29.924,-159.4379;-8.2403,37.2365",16,0.05,2025-05-07,Inspection,0,package_5213_before.jpg,OK,0,0
5214,9214,C153,Houston,Las Vegas,UPS,R7,2025-05-27,2025-05-27,2025-05-28,2025-05-30,Delivered,Standard,209.9,3.5,39x13x26,0,,Clear,Low,Strike,V013,7668,97869,7.3,"36.544,108.9277;-84.7283,-85.4145",15,0.09,2025-05-19,Oil Change,0,package_5214_before.jpg,OK,0,0
5215,9215,C127,New York,Orlando,FedEx,R19,2025-05-05,2025-05-05,2025-05-07,2025-05-07,Delivered,Standard,281.6,5.1,43x40x21,0,,Rain,Low,Strike,V014,1569,103622,4.7,"35.3609,-19.232;-78.4594,153.6588",29,0.1,2025-04-11,Battery Replacement,0,package_5215_before.jpg,OK,0,0
5216,9216,C616,Boston,Los Angeles,FedEx,R8,2025-05-25,2025-05-25,2025-05-26,2025-05-28,Delivered,Standard,102.0,2.6,29x35x20,0,,Cloudy,Moderate,Strike,V009,7406,135666,7.5,"-76.1889,-178.7342;-10.8234,114.3787",24,0.06,2025-04-27,Filter Change,0,package_5216_before.jpg,Damaged,0,0
5217,9217,C276,Atlanta,Phoenix,UPS,R1,2025-05-30,2025-05-31,2025-06-04,2025-06-04,Delivered,Standard,349.1,4.7,50x40x8,0,,Storm,Severe,None,V026,1879,59156,4.6,"84.927,32.9163;80.9009,-118.6238",23,0.02,2025-05-13,Oil Change,0,package_5217_before.jpg,Damaged,0,0
5218,9218,C756,Philadelphia,Austin,FedEx,R18,2025-05-19,2025-05-19,2025-05-24,2025-05-26,Delivered,Standard,261.8,3.3,20x18x14,0,,Rain,Low,Strike,V026,1725,29659,6.5,"-74.8241,-66.8096;56.7031,24.7965",22,0.01,2025-04-23,Inspection,0,package_5218_before.jpg,OK,0,0
5219,9219,C921,New York,Miami,UPS,R17,2025-05-08,2025-05-08,2025-05-09,2025-05-09,Delivered,Fragile,126.1,2.7,15x30x27,0,,Storm,High,Holiday,V018,1106,95341,11.2,"-32.3027,-179.9827;-35.2199,-139.1283",27,0.05,2025-05-03,Inspection,0,package_5219_before.jpg,Damaged,0,0
5220,9220,C347,Boston,Orlando,DHL,R16,2025-05-23,2025-05-23,2025-05-24,2025-05-26,Delivered,Fragile,332.7,4.6,21x15x11,0,,Rain,Severe,None,V030,3293,60102,9.4,"81.4755,136.5854;66.1425,132.6824",22,0.04,2025-04-27,Oil Change,0,package_5220_before.jpg,Damaged,0,0
5221,9221,C725,Atlanta,Las Vegas,DHL,R11,2025-05-04,2025-05-04,2025-05-09,2025-05-09,Disrupted,Fragile,156.8,2.2,22x15x21,1,Strike,Storm,High,Strike,V004,7921,26154,11.4,"83.6934,176.1371;-84.1939,32.1192",30,0.06,2025-04-10,Inspection,0,package_5221_before.jpg,Damaged,0,0
5222,9222,C687,Chicago,Orlando,FedEx,R4,2025-05-31,2025-05-31,2025-06-05,2025-06-05,Disrupted,Standard,131.1,4.3,36x36x28,1,Traffic Jam,Clear,High,Holiday,V024,1951,34756,5.8,"62.9127,-112.9877;33.7208,-119.0521",18,0.03,2025-05-29,Oil Change,0,package_5222_before.jpg,Damaged,0,0
5223,9223,C248,Detroit,Las Vegas,DHL,R9,2025-05-15,2025-05-16,2025-05-20,2025-05-20,Delivered,Fragile,171.5,2.3,41x27x19,0,,Clear,Severe,None,V030,6988,148848,8.9,"-72.8111,52.46;-21.2464,68.3044",19,0.04,2025-05-07,Battery Replacement,0,package_5223_before.jpg,OK,0,0
5224,9224,C744,Detroit,Los Angeles,DHL,R15,2025-05-02,2025-05-02,2025-05-07,2025-05-09,Disrupted,Express,316.1,4.3,20x10x22,1,Traffic Jam,Sunny,Moderate,Strike,V014,5407,87014,7.0,"-19.4445,54.7388;-86.1848,34.5833",23,0.04,2025-04-15,Filter Change,0,package_5224_before.jpg,Damaged,0,0
5225,9225,C722,Dallas,Orlando,DHL,R1,2025-05-14,2025-05-14,2025-05-15,2025-05-16,Delivered,Express,160.0,3.6,43x35x9,0,,Clear,Moderate,None,V004,6622,117203,8.9,"28.7297,-39.2139;-41.9568,156.9465",29,0.04,2025-05-09,Oil Change,0,package_5225_before.jpg,Damaged,0,0
5226,9226,C631,Dallas,Miami,UPS,R15,2025-05-13,2025-05-13,2025-05-14,2025-05-14,Delivered,Standard,97.7,1.6,38x18x30,0,,Cloudy,High,Holiday,V013,4588,146442,11.3,"55.3823,89.4947;-22.8583,-110.3865",15,0.09,2025-04-15,Filter Change,0,package_5226_before.jpg,OK,0,0
5227,9227,C345,Houston,Phoenix,UPS,R17,2025-05-07,2025-05-07,2025-05-09,2025-05-09,Delivered,Standard,180.0,2.4,25x28x29,0,,Sunny,Moderate,Holiday,V007,5286,59894,9.0,"-28.087,-74.3383;-11.3384,-4.2296",27,0.09,2025-04-07,Battery Replacement,0,package_5227_before.jpg,Damaged,1,0
5228,9228,C428,San Diego,Los Angeles,FedEx,R9,2025-05-16,2025-05-16,2025-05-20,2025-05-21,Delivered,Fragile,150.2,3.7,22x10x18,0,,Rain,Severe,Strike,V012,7006,29131,10.7,"8.2572,45.4895;65.4639,48.7029",23,0.07,2025-04-27,Filter Change,0,package_5228_before.jpg,OK,0,0
5229,9229,C984,Detroit,Phoenix,UPS,R11,2025-05-22,2025-05-22,2025-05-24,2025-05-24,Delivered,Standard,93.6,2.5,40x10x14,0,,Storm,Moderate,None,V002,6791,20354,8.9,"-0.3662,172.8978;37.1961,-125.9987",24,0.09,2025-05-08,Oil Change,0,package_5229_before.jpg,OK,0,0
5230,9230,C405,Atlanta,Austin,UPS,R7,2025-05-19,2025-05-19,2025-05-23,2025-05-23,Delivered,Fragile,103.2,3.3,19x27x8,0,,Cloudy,Low,Strike,V023,7289,90687,7.4,"-36.0479,107.1836;22.0903,-124.6028",23,0.06,2025-04-26,Brake Check,0,package_5230_before.jpg,OK,0,0
5231,9231,C676,Miami,Miami,DHL,R13,2025-05-04,2025-05-04,2025-05-08,2025-05-09,Delivered,Fragile,244.6,3.1,49x17x10,0,,Rain,Moderate,Holiday,V028,7833,128402,10.2,"73.2243,37.9015;-20.8474,-111.2003",17,0.04,2025-04-11,Battery Replacement,0,package_5231_before.jpg,OK,0,0
5232,9232,C859,Detroit,Los Angeles,UPS,R16,2025-05-12,2025-05-13,2025-05-14,2025-05-16,Delayed,Standard,292.0,5.1,18x14x9,1,,Cloudy,Moderate,Holiday,V006,6806,71260,6.5,"-77.1276,91.2542;-59.9978,-69.3244",20,0.01,2025-04-21,Battery Replacement,0,package_5232_before.jpg,OK,0,0
5233,9233,C584,Atlanta,Houston,UPS,R5,2025-05-06,2025-05-06,2025-05-09,2025-05-09,Delivered,Express,315.8,5.8,34x11x27,0,,Cloudy,Low,Holiday,V004,7830,58747,6.5,"-80.7895,148.6392;-50.9375,65.0194",29,0.04,2025-04-19,Inspection,0,package_5233_before.jpg,OK,0,0
5234,9234,C289,New York,Seattle,DHL,R19,2025-05-25,2025-05-25,2025-05-29,2025-05-29,Disrupted,Standard,190.6,3.0,15x16x15,1,Strike,Storm,Severe,None,V022,3193,57581,7.7,"80.5457,68.1572;-56.9938,167.0238",23,0.04,2025-05-07,Battery Replacement,0,package_5234_before.jpg,OK,0,0
5235,9235,C740,Boston,Miami,FedEx,R2,2025-05-09,2025-05-10,2025-05-14,2025-05-14,Delivered,Fragile,149.1,2.1,35x31x24,0,,Clear,High,Holiday,V028,4419,97226,6.8,"80.535,-0.2905;-46.1232,64.9627",23,0.02,2025-04-20,Oil Change,0,package_5235_before.jpg,OK,0,0
5236,9236,C906,Boston,Denver,DHL,R5,2025-05-17,2025-05-17,2025-05-18,2025-05-18,Delayed,Fragile,216.0,3.3,24x19x12,1,,Clear,High,None,V010,2805,37050,5.0,"-30.4412,133.7609;-14.5879,-27.8476",29,0.07,2025-05-05,Inspection,0,package_5236_before.jpg,Damaged,0,0
5237,9237,C826,Chicago,Los Angeles,UPS,R2,2025-05-15,2025-05-15,2025-05-20,2025-05-20,Delayed,Fragile,277.1,4.0,19x16x18,1,,Sunny,Severe,Holiday,V029,4669,114012,5.1,"-77.4265,83.2834;-58.6536,-73.5047",23,0.1,2025-05-12,Brake Check,0,package_5237_before.jpg,OK,0,0
5238,9238,C302,Atlanta,Orlando,DHL,R1,2025-05-31,2025-05-31,2025-06-04,2025-06-05,Delivered,Fragile,233.1,4.9,24x31x20,0,,Rain,High,None,V010,2095,76582,6.2,"-53.3911,-171.9312;52.493,156.0109",22,0.01,2025-05-15,Inspection,0,package_5238_before.jpg,OK,0,0
5239,9239,C402,New York,Miami,FedEx,R15,2025-05-02,2025-05-02,2025-05-09,2025-05-09,Delivered,Standard,131.2,2.4,42x34x13,0,,Clear,High,Holiday,V025,2402,140713,8.2,"80.1713,32.8757;58.5758,124.2883",20,0.01,2025-04-02,Battery Replacement,0,package_5239_before.jpg,OK,0,0
5240,9240,C746,Houston,Houston,DHL,R4,2025-05-30,2025-05-30,2025-06-04,2025-06-04,Delivered,Express,59.7,2.4,40x19x26,0,,Sunny,Severe,None,V026,2765,141987,11.4,"-72.43,-1.4865;60.8167,-18.1313",20,0.06,2025-05-05,Filter Change,1,package_5240_before.jpg,Damaged,0,0
5241,9241,C821,Chicago,Seattle,UPS,R2,2025-05-29,2025-05-29,2025-05-31,2025-05-31,Delivered,Fragile,321.9,5.1,23x25x14,0,,Storm,Severe,Holiday,V027,4413,105589,5.9,"21.0837,172.092;9.6595,-49.6057",22,0.02,2025-05-14,Battery Replacement,0,package_5241_before.jpg,Damaged,0,0
5242,9242,C567,Houston,Seattle,FedEx,R15,2025-05-01,2025-05-01,2025-05-04,2025-05-04,Delayed,Fragile,269.4,4.2,40x19x13,1,,Storm,Moderate,Strike,V028,2192,75666,11.1,"40.6937,-128.9038;-72.2772,157.5665",22,0.02,2025-04-14,Filter Change,0,package_5242_before.jpg,OK,0,0
5243,9243,C933,Houston,Phoenix,FedEx,R11,2025-05-03,2025-05-04,2025-05-09,2025-05-10,Delivered,Express,107.7,2.0,32x38x18,0,,Rain,Severe,Strike,V019,7437,49763,5.7,"68.7195,169.6074;-40.4585,116.3399",17,0.05,2025-04-11,Oil Change,0,package_5243_before.jpg,Damaged,0,0
5244,9244,C954,Dallas,Los Angeles,UPS,R12,2025-05-16,2025-05-16,2025-05-18,2025-05-18,Delivered,Standard,239.6,5.2,15x11x30,0,,Storm,Low,Strike,V010,7500,51616,11.4,"-69.9688,-156.8367;47.4152,37.9204",30,0.02,2025-04-21,Oil Change,0,package_5244_before.jpg,OK,0,0
5245,9245,C338,Chicago,Houston,DHL,R7,2025-05-14,2025-05-14,2025-05-19,2025-05-19,Delayed,Fragile,98.9,1.8,23x37x14,1,,Storm,Moderate,Holiday,V004,7878,48494,11.2,"40.1197,124.6597;28.1762,-152.0421",19,0.01,2025-04-15,Inspection,0,package_5245_before.jpg,OK,0,0
5246,9246,C543,Boston,San Francisco,FedEx,R6,2025-05-13,2025-05-13,2025-05-20,2025-05-20,Delivered,Fragile,221.2,3.7,19x14x18,0,,Storm,Severe,Holiday,V016,6330,103826,8.1,"3.7985,18.7552;25.5469,115.5377",26,0.03,2025-05-02,Filter Change,0,package_5246_before.jpg,Damaged,0,0
5247,9247,C493,Dallas,Denver,FedEx,R20,2025-05-23,2025-05-23,2025-05-27,2025-05-28,Disrupted,Express,275.8,4.4,18x26x12,1,Customs Issue,Clear,Severe,Holiday,V005,6709,138029,9.4,"57.4908,4.3137;4.8964,166.7756",17,0.01,2025-05-16,Inspection,0,package_5247_before.jpg,Damaged,0,0
5248,9248,C503,Philadelphia,Phoenix,FedEx,R15,2025-05-14,2025-05-14,2025-05-18,2025-05-20,Delivered,Standard,152.7,3.8,39x15x25,0,,Storm,Low,Strike,V007,5817,47515,7.6,"83.9805,43.6026;-36.3103,36.3917",20,0.07,2025-05-08,Battery Replacement,0,package_5248_before.jpg,Damaged,0,0
5249,9249,C306,Boston,Houston,DHL,R9,2025-05-31,2025-05-31,2025-06-07,2025-06-08,Delivered,Express,156.0,2.6,17x12x25,0,,Storm,Low,Holiday,V020,2817,117473,8.6,"-87.8962,-68.2921;75.3348,-14.5989",15,0.06,2025-05-21,Inspection,0,package_5249_before.jpg,Damaged,0,0
5250,9250,C736,Atlanta,San Francisco,UPS,R4,2025-05-24,2025-05-24,2025-05-28,2025-05-28,Delivered,Standard,72.0,1.8,15x22x26,0,,Sunny,Low,None,V020,5041,127081,8.1,"-24.29,-22.1687;19.4182,-57.057",27,0.06,2025-04-30,Battery Replacement,0,package_5250_before.jpg,Damaged,0,0
5251,9251,C932,Detroit,Phoenix,DHL,R15,2025-05-14,2025-05-15,2025-05-17,2025-05-18,Delivered,Express,170.5,2.3,23x13x30,0,,Cloudy,High,None,V026,3254,114436,8.1,"71.524,-122.3263;64.8182,-22.2752",29,0.02,2025-04-14,Battery Replacement,0,package_5251_before.jpg,Damaged,0,0
5252,9252,C835,New York,Seattle,FedEx,R14,2025-05-28,2025-05-28,2025-05-29,2025-05-29,Delivered,Fragile,232.4,2.9,20x24x23,0,,Storm,High,Strike,V009,7111,84103,6.9,"55.8021,-155.0405;57.3845,145.0105",24,0.03,2025-05-25,Inspection,0,package_5252_before.jpg,Damaged,0,0
5253,9253,C354,Miami,Miami,FedEx,R11,2025-05-23,2025-05-23,2025-05-27,2025-05-29,Delivered,Standard,243.0,4.0,20x36x18,0,,Rain,High,Holiday,V008,2781,50534,9.0,"-71.5926,-173.0655;-46.7531,-168.6322",26,0.1,2025-05-10,Battery Replacement,0,package_5253_before.jpg,OK,0,0
5254,9254,C600,Miami,Austin,DHL,R15,2025-05-26,2025-05-26,2025-05-28,2025-05-30,Delivered,Express,297.7,4.2,29x29x12,0,,Sunny,High,Strike,V022,6445,55429,5.5,"49.8769,157.6196;9.8833,-96.5132",24,0.09,2025-05-14,Filter Change,0,package_5254_before.jpg,OK,0,0
5255,9255,C890,Boston,Denver,FedEx,R2,2025-05-16,2025-05-16,2025-05-21,2025-05-21,Delivered,Standard,69.7,2.8,47x26x8,0,,Clear,Moderate,Strike,V004,7697,120236,10.1,"-10.4197,-64.9949;4.1006,102.4032",29,0.04,2025-05-14,Oil Change,0,package_5255_before.jpg,OK,0,0
5256,9256,C114,Atlanta,Los Angeles,DHL,R4,2025-05-11,2025-05-12,2025-05-12,2025-05-14,Delayed,Fragile,330.6,5.3,31x27x14,1,,Clear,High,Strike,V005,5081,118113,7.7,"51.5777,-148.2364;14.0123,64.9903",27,0.1,2025-04-14,Filter Change,0,package_5256_before.jpg,OK,0,0
5257,9257,C834,Atlanta,Houston,DHL,R14,2025-05-31,2025-05-31,2025-06-04,2025-06-04,Delivered,Fragile,297.6,4.2,26x40x8,0,,Cloudy,Severe,Strike,V024,7544,25324,9.2,"50.0751,-64.4495;51.5912,168.5438",27,0.09,2025-05-22,Oil Change,0,package_5257_before.jpg,OK,0,0
5258,9258,C979,Boston,Seattle,UPS,R17,2025-05-14,2025-05-15,2025-05-17,2025-05-18,Delivered,Express,69.6,3.4,49x39x12,0,,Storm,Low,Strike,V002,6445,107156,11.8,"68.2613,130.4686;26.4435,57.1798",24,0.07,2025-05-09,Inspection,0,package_5258_before.jpg,OK,0,0
5259,9259,C931,San Diego,Denver,FedEx,R14,2025-05-24,2025-05-24,2025-05-29,2025-05-30,Delivered,Fragile,57.0,1.9,28x28x14,0,,Rain,Low,Holiday,V030,2934,31476,11.2,"-59.2782,35.4009;-53.5817,1.9372",22,0.1,2025-05-01,Oil Change,0,package_5259_before.jpg,Damaged,0,1
5260,9260,C903,Dallas,Phoenix,FedEx,R16,2025-05-01,2025-05-01,2025-05-02,2025-05-03,Delivered,Express,171.9,2.7,33x18x21,0,,Rain,Moderate,None,V024,4332,70276,4.5,"-62.2615,-144.8902;62.4761,52.4474",26,0.03,2025-04-17,Battery Replacement,0,package_5260_before.jpg,OK,0,0
5261,9261,C676,Boston,Las Vegas,DHL,R10,2025-05-27,2025-05-27,2025-05-31,2025-05-31,Delivered,Express,142.9,3.5,45x34x17,0,,Clear,Severe,None,V004,7394,94492,9.0,"-5.8352,26.0728;-24.1555,121.8033",24,0.04,2025-05-22,Inspection,0,package_5261_before.jpg,OK,0,0
5262,9262,C100,San Diego,Phoenix,DHL,R10,2025-05-02,2025-05-02,2025-05-05,2025-05-05,Disrupted,Express,294.2,4.8,23x10x8,1,Strike,Rain,Severe,Strike,V013,3737,95454,8.6,"58.7636,-146.9342;-15.367,-91.0135",15,0.09,2025-04-03,Inspection,0,package_5262_before.jpg,OK,0,0
5263,9263,C984,Houston,Orlando,FedEx,R10,2025-05-08,2025-05-08,2025-05-11,2025-05-11,Delayed,Fragile,88.0,2.3,34x35x18,1,,Sunny,Moderate,Strike,V019,4609,29024,6.0,"-55.833,121.5244;5.4811,102.3037",23,0.02,2025-04-09,Oil Change,0,package_5263_before.jpg,Damaged,0,0
5264,9264,C347,Houston,Austin,FedEx,R10,2025-05-19,2025-05-19,2025-05-23,2025-05-23,Disrupted,Express,310.8,4.3,37x13x25,1,Customs Issue,Clear,High,None,V023,1192,89325,6.0,"-50.8498,-84.6523;16.1015,18.1462",25,0.09,2025-04-26,Filter Change,0,package_5264_before.jpg,Damaged,0,1
5265,9265,C307,Chicago,Miami,FedEx,R14,2025-05-15,2025-05-15,2025-05-21,2025-05-21,Delayed,Fragile,346.2,6.2,31x20x18,1,,Storm,High,None,V023,5046,125859,11.3,"-64.9934,-159.2254;-58.7759,-37.0677",28,0.07,2025-05-13,Brake Check,0,package_5265_before.jpg,OK,0,0
5266,9266,C431,Houston,Orlando,FedEx,R11,2025-05-12,2025-05-13,2025-05-16,2025-05-16,Delivered,Fragile,79.6,1.7,18x29x25,0,,Sunny,Low,None,V002,4466,58190,10.5,"-76.2563,166.8545;0.5413,-135.6208",23,0.1,2025-04-14,Oil Change,1,package_5266_before.jpg,Damaged,0,0
5267,9267,C486,Houston,Orlando,FedEx,R12,2025-05-18,2025-05-18,2025-05-20,2025-05-20,Delivered,Express,331.9,3.9,33x40x25,0,,Cloudy,Moderate,None,V011,3467,119010,8.8,"8.5991,-4.6242;-67.6907,-129.6802",25,0.09,2025-04-24,Inspection,0,package_5267_before.jpg,Damaged,0,0
5268,9268,C175,Dallas,Austin,FedEx,R4,2025-05-14,2025-05-15,2025-05-16,2025-05-16,Delivered,Fragile,159.9,4.4,39x22x25,0,,Rain,Severe,None,V001,5556,130297,10.2,"-26.1189,-104.9796;26.7006,-174.5675",17,0.09,2025-04-15,Brake Check,0,package_5268_before.jpg,OK,0,0
5269,9269,C459,Atlanta,Denver,FedEx,R4,2025-05-04,2025-05-04,2025-05-05,2025-05-07,Delayed,Fragile,272.3,3.4,46x37x20,1,,Sunny,Moderate,None,V017,6826,90886,8.8,"76.4126,166.9977;-45.6591,24.3748",15,0.04,2025-04-25,Inspection,0,package_5269_before.jpg,Damaged,0,0
5270,9270,C555,Houston,Las Vegas,DHL,R12,2025-05-10,2025-05-10,2025-05-12,2025-05-12,Delivered,Standard,110.4,3.2,19x17x11,0,,Clear,High,Holiday,V004,6009,58548,9.8,"53.5541,-59.7147;6.8031,23.4204",27,0.04,2025-04-11,Inspection,0,package_5270_before.jpg,OK,0,0
5271,9271,C715,Detroit,Miami,DHL,R8,2025-05-31,2025-05-31,2025-06-04,2025-06-04,Delayed,Standard,166.1,2.6,15x15x16,1,,Storm,Moderate,None,V011,5434,111470,4.6,"-11.7161,130.2058;23.7488,-125.2852",30,0.04,2025-05-14,Brake Check,0,package_5271_before.jpg,Damaged,0,0
5272,9272,C632,Philadelphia,Miami,UPS,R16,2025-05-01,2025-05-01,2025-05-03,2025-05-05,Delivered,Fragile,269.5,4.7,47x12x29,0,,Cloudy,Moderate,Holiday,V029,6248,60945,5.8,"-82.2818,-48.4808;-5.2143,31.1071",30,0.08,2025-04-12,Inspection,0,package_5272_before.jpg,Damaged,0,0
5273,9273,C896,San Diego,Miami,UPS,R19,2025-05-27,2025-05-27,2025-06-02,2025-06-02,Delivered,Fragile,183.9,4.5,32x32x8,0,,Cloudy,Moderate,Strike,V006,1231,22494,4.7,"55.2732,-173.4148;48.5106,-9.1415",22,0.09,2025-05-05,Battery Replacement,0,package_5273_before.jpg,Damaged,0,0
