EngineHours,Mileage,FuelConsumption,Temperature,Vibration,BreakdownFlag
7608,114726,8.2,25,0.08,0
5797,125786,11.8,18,0.02,0
7132,117761,11.1,15,0.08,1
5296,37217,9.1,30,0.07,0
7372,55085,6.9,25,0.07,0
1112,95189,10.6,26,0.02,0
4673,72318,10.5,25,0.06,0
7255,80525,11.2,30,0.01,0
2170,21468,7.7,19,0.05,0
6557,68802,8.5,17,0.02,0
6509,121485,8.6,27,0.06,0
6823,51267,8.1,23,0.05,0
4115,97493,5.3,26,0.08,0
4418,29657,6.9,26,0.09,0
6634,121390,11.6,27,0.01,0
3143,57387,5.5,25,0.04,0
6165,139930,10.9,29,0.07,0
3872,43800,10.3,25,0.08,0
6150,54077,11.7,30,0.01,0
3447,81953,7.9,21,0.02,0
4124,131742,5.3,28,0.03,0
4931,68107,6.9,20,0.03,0
3988,75650,12.0,18,0.06,0
7903,39161,8.8,19,0.07,0
5762,62612,7.7,17,0.09,0
7203,85184,6.4,22,0.07,0
5191,65402,6.9,21,0.03,0
5685,55487,5.4,19,0.04,0
6510,114776,6.6,23,0.05,0
4842,96505,9.2,24,0.08,0
2949,96851,11.9,22,0.05,0
4005,34712,9.5,21,0.06,0
3576,77147,7.3,28,0.09,0
1068,86563,5.6,22,0.09,0
5246,42000,7.1,19,0.09,0
7099,99556,5.0,17,0.07,0
7258,100621,5.2,23,0.03,0
5192,89624,11.4,15,0.02,1
5477,73627,5.3,30,0.08,0
5950,101848,9.3,21,0.1,0
2902,107222,5.5,20,0.02,0
4265,32735,6.2,30,0.02,0
6772,87154,8.0,24,0.08,0
3381,29056,9.0,18,0.01,0
7197,114993,7.2,28,0.05,0
2091,100571,5.4,25,0.03,0
2494,128656,10.6,19,0.06,0
7246,49488,8.6,22,0.09,0
3674,139746,6.8,19,0.05,0
4698,119143,7.2,27,0.06,0
3599,138921,11.8,24,0.01,0
7899,32154,6.4,19,0.02,0
2586,116019,10.3,22,0.09,0
7127,45387,9.0,17,0.04,0
2653,51463,10.9,20,0.07,0
4839,95374,5.6,21,0.01,0
7982,77783,7.0,30,0.08,0
5672,98983,7.3,25,0.05,0
1397,108883,9.8,19,0.08,0
3512,65775,7.0,19,0.02,0
2825,47435,8.7,30,0.02,0
1298,130727,5.4,16,0.06,0
3127,86000,6.3,27,0.02,0
4844,92249,6.0,22,0.08,0
6551,31323,5.9,23,0.05,0
2490,128637,5.4,25,0.07,0
3929,54963,4.6,23,0.06,0
4616,60217,7.3,25,0.1,1
2621,21741,6.9,29,0.03,0
1638,116762,5.5,28,0.01,0
1635,75348,8.5,16,0.02,0
2932,117823,6.2,16,0.03,0
2924,116599,9.7,17,0.1,0
1335,24988,7.4,29,0.05,0
3417,99716,6.3,23,0.04,0
4582,134303,8.3,21,0.02,0
5696,83340,8.9,28,0.02,0
2366,88115,5.2,29,0.04,0
2499,102452,11.9,22,0.01,0
6665,99089,7.9,30,0.05,0
2690,71417,6.4,25,0.09,1
1590,51952,11.3,26,0.04,0
4676,34874,11.9,17,0.04,0
2154,131337,5.1,17,0.08,0
4473,141982,11.1,15,0.06,1
3519,67117,8.3,22,0.08,0
5654,141499,8.0,16,0.03,0
1026,20085,5.7,27,0.07,0
4867,33083,7.8,20,0.02,0
2040,118507,5.7,25,0.08,0
6176,144897,7.9,21,0.02,1
6724,137303,7.0,19,0.08,0
6891,46962,10.9,21,0.06,0
2962,141469,10.8,24,0.06,0
7130,137727,9.0,16,0.07,0
5978,140031,5.3,20,0.03,1
6475,29002,5.9,16,0.02,0
7006,148814,11.7,16,0.04,0
6875,73366,7.0,23,0.01,0
6687,20119,5.0,16,0.04,0
6916,85905,8.4,28,0.04,0
3984,127433,11.7,23,0.06,0
2863,139230,4.8,18,0.01,0
2503,135362,11.2,24,0.1,0
5736,132155,8.3,23,0.08,1
6407,87708,10.2,25,0.09,0
1628,47919,11.3,19,0.05,0
3854,141258,6.3,25,0.02,0
4295,55535,8.9,18,0.04,0
4389,110644,10.5,24,0.07,0
6472,30609,8.7,21,0.04,0
5378,117444,9.8,24,0.04,0
5029,34629,11.1,15,0.07,0
7645,116873,9.7,28,0.06,0
4948,20178,6.4,15,0.05,0
1703,34362,4.6,22,0.07,0
7595,20474,9.1,15,0.07,0
6129,127611,5.1,23,0.07,0
7228,81881,7.7,26,0.08,0
4752,103808,6.0,20,0.04,0
3642,53345,9.9,18,0.06,0
2055,102200,7.4,18,0.04,0
7125,62881,6.4,22,0.05,0
4813,93730,10.4,26,0.02,0
5653,106109,10.7,19,0.04,0
5690,59637,8.9,28,0.05,0
1559,91164,4.9,15,0.05,0
5099,129329,8.3,16,0.02,0
7767,95723,6.4,30,0.06,0
5801,82162,11.3,25,0.04,0
2538,89588,10.5,16,0.03,0
5771,23758,6.5,20,0.08,0
2433,73431,7.5,18,0.04,0
7071,106462,9.2,28,0.07,0
3891,23332,5.1,27,0.07,0
5725,103096,5.1,18,0.08,0
4283,92358,10.5,29,0.08,0
6452,149720,10.3,26,0.06,0
7119,149715,4.8,24,0.03,0
5666,146314,11.4,15,0.09,0
5984,35752,11.2,17,0.03,1
5963,52923,6.9,25,0.04,0
7948,20172,8.2,26,0.04,0
5116,147763,7.7,23,0.04,0
3299,87636,10.8,28,0.04,0
3164,54882,9.7,22,0.08,0
5561,59282,6.8,25,0.09,0
7859,68423,7.9,24,0.03,0
1093,23388,4.9,25,0.09,0
7692,33551,6.4,18,0.05,0
1325,143243,8.8,29,0.04,0
4559,89051,9.3,16,0.07,0
5235,20330,9.5,19,0.1,0
4804,110966,7.3,19,0.09,0
3684,130108,7.4,22,0.05,0
1159,140748,4.9,25,0.01,0
5310,70691,9.9,30,0.03,0
7968,46447,6.6,20,0.06,0
2080,47213,7.5,18,0.09,0
5819,105757,7.6,15,0.09,0
5426,48964,11.3,15,0.05,0
3156,51088,5.1,24,0.09,0
1418,74447,11.1,27,0.06,0
1168,89032,11.3,23,0.02,0
6976,141377,5.6,20,0.01,0
2499,53038,6.2,15,0.04,0
5090,113288,7.3,28,0.07,0
2901,80644,5.1,20,0.09,0
4375,134775,6.5,22,0.04,0
2434,121846,7.8,16,0.07,0
1995,121177,5.4,26,0.06,0
1924,75314,8.3,23,0.03,0
2445,72150,12.0,26,0.04,0
7831,68758,9.3,20,0.06,0
1706,127480,8.8,16,0.06,0
7922,26024,7.9,19,0.01,0
3637,93776,6.8,15,0.02,0
4212,70971,4.6,17,0.06,0
6180,106508,8.4,22,0.02,0
5596,115720,4.6,16,0.1,0
5451,74673,6.0,27,0.05,0
5084,82644,8.7,28,0.02,0
1921,97025,5.9,18,0.06,0
4505,111132,11.0,17,0.04,0
2851,62572,5.6,27,0.06,0
4900,21422,9.7,25,0.08,0
1981,118531,9.7,29,0.05,0
2742,23852,11.8,17,0.08,0
6264,131558,11.7,25,0.09,0
3559,126347,7.8,20,0.06,0
3098,128742,11.2,29,0.03,0
6624,74392,6.5,18,0.05,0
6169,126507,7.6,16,0.08,0
2709,64985,11.9,29,0.01,0
1738,109882,11.4,17,0.08,1
5947,52609,4.7,24,0.02,0
3234,47762,11.8,25,0.05,0
5632,88861,9.6,15,0.06,0
6253,62470,8.8,22,0.05,0
6726,96203,10.2,30,0.02,0
1828,117731,4.5,25,0.06,0
6260,117335,11.4,16,0.1,0
1600,70398,7.5,16,0.06,0
1343,115070,5.7,16,0.04,0
4207,70902,8.0,20,0.04,0
4578,38546,8.8,19,0.08,0
1765,134736,6.6,27,0.06,1
7188,28591,11.0,21,0.09,0
3121,127260,6.3,27,0.05,0
4840,131964,7.8,25,0.07,0
5619,22030,7.7,21,0.04,0
3782,102505,10.6,30,0.06,0
4112,115774,5.6,24,0.06,0
6491,130635,6.8,20,0.05,0
5609,76564,9.8,29,0.07,0
5621,121319,10.7,26,0.08,0
4110,107396,11.9,29,0.02,0
6997,117378,5.3,17,0.07,0
1467,67182,7.2,17,0.05,0
7974,77029,5.5,15,0.09,0
7765,29944,6.3,23,0.05,0
4646,80617,7.6,20,0.06,0
2989,129661,7.8,25,0.03,0
5639,123201,7.9,22,0.03,0
2183,23015,5.9,18,0.05,0
5292,149051,10.0,20,0.01,0
1561,59332,7.6,26,0.06,0
5138,104878,4.9,24,0.08,0
6654,142753,4.6,15,0.07,0
3346,74987,7.8,28,0.08,0
5408,81761,6.7,15,0.06,0
5734,131813,9.0,22,0.03,0
3629,46665,11.3,27,0.04,0
4645,51568,7.6,27,0.05,0
4546,91156,11.0,17,0.05,0
2133,64578,4.8,23,0.05,0
7608,135224,4.6,19,0.08,0
2422,40791,6.7,26,0.08,0
7765,141515,5.5,26,0.06,0
5549,81820,7.4,27,0.06,0
7563,89146,11.1,29,0.07,0
3500,121632,6.1,28,0.02,0
4229,69219,6.9,26,0.08,0
5775,137826,11.0,15,0.07,0
7892,124354,10.7,17,0.02,0
6856,113943,6.3,22,0.02,0
7261,145959,7.1,29,0.04,0
2260,118103,6.1,17,0.05,0
2059,122029,10.6,15,0.04,0
3623,80111,8.0,18,0.03,0
4864,134521,10.8,27,0.1,0
7048,77364,9.9,23,0.06,0
2212,49455,5.4,19,0.02,0
4866,97541,8.0,16,0.02,0
5703,63721,8.5,15,0.07,0
1812,36193,7.5,19,0.06,0
2456,130985,10.3,20,0.06,0
2405,43796,7.3,27,0.06,0
1577,71643,8.9,25,0.08,0
1682,56373,11.2,19,0.07,0
7340,108824,10.1,19,0.09,0
1669,124758,9.5,20,0.03,0
3103,83135,4.9,15,0.05,0
2765,139133,5.1,15,0.1,0
4501,68765,8.6,25,0.07,0
5491,135336,10.4,22,0.07,0
4099,77286,10.3,24,0.04,0
7805,25619,5.0,29,0.1,0
4557,21367,11.9,29,0.09,0
5624,122704,6.9,21,0.08,0
2742,113450,6.3,20,0.09,0
4976,81614,4.8,22,0.05,0
3930,92887,7.9,16,0.07,0
7516,121054,4.9,30,0.02,0
5898,114376,9.1,28,0.05,0
1319,32344,6.1,25,0.08,0
4748,135794,8.1,16,0.04,0
5663,108465,7.2,27,0.03,0
3693,127375,6.3,17,0.03,0
3683,54983,10.6,27,0.06,0
5147,106338,11.8,26,0.04,1
5857,109243,8.9,16,0.08,0
3677,147365,5.6,19,0.03,0
5292,76587,8.4,25,0.09,0
1844,32310,7.5,29,0.06,0
5005,38421,10.8,30,0.1,0
2284,26575,10.6,23,0.01,0
3055,123096,7.1,15,0.03,0
7452,139549,8.6,22,0.03,0
6406,46929,11.3,25,0.03,0
5567,107386,6.9,28,0.1,0
6394,98953,10.2,16,0.09,0
3403,65509,9.4,25,0.06,0
6517,31145,10.0,22,0.05,0
6363,81333,9.6,21,0.05,0
2495,30429,12.0,28,0.06,0
2132,104046,6.4,28,0.01,0
4360,57730,5.7,22,0.06,0
7848,144897,4.9,24,0.09,0
2281,112777,6.8,25,0.1,0
7704,136395,9.1,27,0.02,1
1022,42922,11.8,18,0.07,0
4724,21754,8.0,17,0.07,0
5532,52244,4.8,23,0.05,0
6732,141070,6.1,27,0.08,0
1469,94872,10.9,24,0.06,0
4456,71065,5.4,17,0.07,0
6057,36163,7.4,19,0.08,0
1248,44957,4.7,29,0.05,0
7989,58620,7.6,23,0.08,0
2111,59358,5.4,25,0.03,0
4150,98268,8.4,29,0.03,0
5413,57065,7.9,25,0.06,0
7999,76297,9.8,26,0.02,0
2601,136178,11.5,25,0.07,0
6250,101202,11.3,30,0.04,0
6073,40652,11.9,24,0.08,0
4839,121603,6.7,24,0.04,0
5779,129702,9.0,22,0.04,0
6114,118903,7.3,19,0.06,0
2724,117635,5.9,21,0.04,0
5131,76649,9.0,17,0.02,0
1734,120680,9.9,20,0.07,0
6364,74008,4.8,27,0.05,0
6134,142940,5.7,20,0.01,0
7828,96255,9.9,19,0.02,0
7432,23869,10.6,24,0.01,0
3646,69195,10.0,18,0.02,1
3235,65311,8.6,16,0.06,0
4907,38755,8.6,22,0.05,0
7949,116229,6.8,26,0.08,0
7768,146298,5.8,17,0.08,0
7084,64277,9.8,21,0.01,0
6243,23452,7.6,15,0.06,1
7260,65886,5.7,19,0.09,0
2485,77035,8.0,19,0.09,0
4524,143706,8.2,23,0.08,0
1622,125078,6.1,21,0.01,0
5342,55988,9.8,24,0.06,0
5675,92810,10.3,21,0.06,0
2605,36654,5.2,22,0.05,0
7622,129360,8.8,17,0.04,0
6027,119959,7.4,29,0.07,0
2078,75736,9.4,30,0.03,1
1406,29819,9.8,17,0.01,1
4920,21372,4.7,19,0.04,0
6777,43230,5.5,26,0.07,0
7197,52178,11.6,19,0.08,0
4668,130447,7.0,21,0.02,0
3552,110648,4.8,24,0.06,0
3464,108701,9.8,18,0.06,0
3414,115051,9.2,15,0.07,0
3137,60897,9.3,18,0.06,0
2749,89756,7.1,18,0.02,0
3648,66812,6.0,24,0.04,0
6587,28827,11.5,19,0.09,0
7264,75636,8.0,22,0.02,0
3474,52246,9.9,18,0.04,0
1938,58630,7.3,15,0.04,0
4544,116575,11.5,28,0.01,0
6246,102326,7.4,26,0.02,0
6947,143849,6.4,26,0.05,0
4526,93727,4.7,29,0.02,0
1464,59365,7.7,16,0.03,0
4861,24333,4.7,15,0.09,0
6756,122079,10.1,19,0.09,0
4923,22672,4.8,21,0.03,0
2617,70986,6.8,19,0.08,0
4161,97603,7.4,22,0.06,0
5414,105466,9.9,30,0.07,0
5150,91334,4.9,27,0.06,0
6097,99822,8.6,19,0.1,0
5042,82452,4.8,28,0.07,0
6820,111736,7.2,22,0.08,0
2702,79672,10.8,22,0.03,0
2332,132132,11.6,30,0.06,0
7986,85742,5.5,26,0.08,0
7972,110807,11.9,26,0.05,0
3595,48446,11.2,23,0.07,0
1170,81774,8.7,25,0.05,0
3955,83930,5.7,15,0.07,0
4576,58426,8.1,19,0.04,0
4086,96943,8.5,26,0.02,0
4560,78310,5.9,28,0.04,0
4393,37503,9.6,18,0.05,0
2169,49482,6.8,23,0.07,0
3555,80786,11.0,15,0.01,0
2672,54252,10.7,20,0.06,0
4846,56984,8.9,27,0.05,0
3618,129388,8.0,17,0.03,0
1902,54827,10.2,25,0.09,0
3719,23684,11.5,17,0.07,0
2912,31539,5.3,24,0.1,0
3949,75102,6.5,17,0.07,0
7325,48072,10.2,21,0.06,0
4574,143505,6.2,29,0.1,0
6064,113580,10.4,22,0.06,0
7785,83982,11.9,17,0.04,0
4629,101676,6.5,30,0.07,0
2959,148416,9.8,17,0.02,0
3029,149541,8.2,27,0.06,0
4503,140000,11.7,20,0.09,0
7863,70945,11.8,27,0.03,0
3823,122312,7.6,20,0.1,0
6495,104584,4.6,17,0.07,0
7739,70097,6.9,17,0.06,0
2310,108299,9.1,27,0.06,0
2487,59950,11.8,21,0.09,0
3952,57530,8.6,28,0.01,0
5607,92433,4.9,16,0.09,0
5749,94460,5.4,25,0.03,0
7207,24536,6.3,27,0.09,0
2602,57148,5.2,26,0.03,0
1196,82941,6.5,25,0.08,0
3605,69179,4.9,23,0.05,0
7346,119326,7.6,26,0.05,0
1548,75087,9.4,28,0.01,0
4219,22510,7.0,28,0.04,0
6528,90998,9.3,18,0.02,0
4328,96539,11.5,21,0.03,0
5960,101542,9.1,17,0.02,0
7128,109689,10.4,16,0.07,0
3697,148354,10.3,26,0.01,0
6547,58615,5.3,16,0.07,0
1842,62133,8.1,27,0.02,0
4173,23934,6.7,22,0.08,0
7506,125903,8.7,20,0.03,0
1670,54539,4.6,19,0.07,0
5629,29875,11.1,16,0.07,0
4136,40646,9.0,18,0.09,0
2702,21751,10.8,30,0.03,0
3626,123580,11.3,28,0.09,0
6304,20071,11.3,17,0.07,0
6888,97772,11.9,20,0.05,0
3892,72757,9.9,23,0.09,0
1410,22436,8.4,20,0.07,0
3475,126303,8.5,26,0.07,0
5816,143883,7.4,19,0.05,0
5715,49810,9.3,17,0.03,0
3917,110473,9.2,25,0.06,0
2307,34588,8.0,16,0.09,0
1096,110906,5.0,18,0.07,0
4976,46245,4.9,18,0.09,0
5604,57034,11.3,18,0.02,0
1228,93886,5.8,26,0.1,0
5295,145190,10.7,29,0.08,0
6172,48849,10.5,25,0.1,0
4671,51140,7.5,22,0.1,0
5065,127363,5.9,22,0.01,0
7381,67260,11.5,26,0.08,0
7443,123378,8.1,19,0.1,0
1458,31536,5.7,17,0.1,0
7551,144422,9.3,16,0.03,0
6153,103282,4.6,21,0.07,0
1207,140796,7.9,26,0.08,0
1089,88289,10.6,20,0.01,0
7008,112168,6.2,29,0.08,0
1855,99655,9.1,18,0.02,0
3634,103108,10.1,16,0.02,0
7408,47824,8.3,21,0.05,0
7785,142285,10.7,26,0.1,0
5532,60230,6.9,16,0.03,0
7450,112854,6.0,16,0.02,0
6090,45153,10.8,22,0.06,0
7610,50736,8.5,16,0.02,0
3167,28190,8.1,30,0.1,0
3857,145668,6.8,30,0.09,0
4057,92046,10.2,30,0.03,0
3636,44511,11.7,15,0.04,0
7678,73688,5.4,19,0.03,0
6361,67765,11.1,20,0.07,0
6562,27224,6.8,17,0.1,0
2804,115643,8.7,15,0.02,0
1669,124982,5.6,25,0.07,0
6108,62790,4.9,17,0.1,0
2544,69513,11.4,15,0.01,0
2811,53535,11.6,15,0.06,0
1624,93037,7.3,18,0.02,0
5515,141025,7.4,22,0.02,0
3808,127273,8.7,21,0.07,0
3746,44563,5.8,25,0.04,0
2844,112286,5.3,19,0.08,0
6789,116439,8.0,24,0.06,0
4494,66630,7.1,27,0.1,0
1651,116601,11.3,17,0.06,0
3078,89145,11.6,25,0.09,0
4468,126157,7.0,15,0.02,0
7442,28770,9.9,28,0.01,0
2948,56454,9.0,18,0.03,0
1332,38580,5.3,21,0.09,0
5737,44658,4.6,18,0.08,0
3950,149056,5.1,29,0.09,0
5048,128130,11.2,20,0.02,0
5544,115426,7.0,23,0.04,0
5035,104401,6.3,27,0.05,0
3632,134519,6.3,30,0.08,0
5520,124601,8.4,25,0.03,0
6141,145006,6.3,28,0.07,0
1835,106493,8.8,17,0.06,0
3250,70224,9.9,24,0.06,0
6652,120978,8.2,16,0.06,0
3466,146193,5.8,23,0.08,0
6796,122057,8.9,17,0.03,0
5175,27084,9.9,17,0.1,0
6382,62035,8.5,29,0.06,0
7436,40787,9.9,26,0.06,0
7500,74125,12.0,27,0.03,0
7891,68116,6.5,16,0.06,0
1991,84376,9.7,30,0.02,0
6879,48445,9.7,24,0.09,0
4706,78150,8.5,16,0.09,0
2232,46653,5.3,30,0.01,0
6858,30183,5.9,23,0.02,0
1505,117229,11.3,29,0.08,0
7567,139536,7.7,25,0.03,0
3215,124298,11.2,22,0.09,0
4632,137953,5.1,28,0.1,0
4248,115618,6.6,19,0.03,0
1961,140435,11.0,22,0.05,0
5735,60953,8.8,19,0.06,0
7088,80393,9.4,26,0.07,1
3981,81195,8.0,15,0.07,0
3910,73403,10.7,16,0.02,0
3689,26742,4.7,21,0.08,0
4068,44965,11.1,16,0.04,0
1370,41955,5.6,24,0.02,0
7852,32188,9.7,18,0.08,0
4617,137095,11.9,24,0.03,0
6019,89582,9.1,15,0.07,0
4356,74362,4.7,25,0.1,0
6638,144776,10.4,22,0.09,0
7455,43383,6.0,21,0.1,0
1144,104092,10.2,19,0.09,0
4887,93012,10.8,16,0.04,0
1213,73243,5.3,19,0.08,0
1160,96550,6.1,19,0.02,0
7433,84914,11.9,30,0.08,0
5106,44453,6.7,15,0.1,0
2496,140114,7.6,27,0.02,0
2436,143997,8.4,19,0.03,0
4883,80403,5.8,21,0.07,0
7887,76891,5.0,24,0.02,0
6779,28802,10.3,20,0.03,0
4007,101683,11.9,23,0.1,1
6297,80488,9.0,21,0.03,0
7207,83484,8.7,16,0.02,0
6939,48204,9.6,19,0.07,0
7169,29180,10.8,27,0.02,1
7418,56731,5.6,18,0.07,0
2141,130369,10.5,28,0.07,0
5849,126965,5.2,27,0.07,0
1977,43972,6.1,21,0.02,0
3028,56427,8.0,16,0.03,0
5848,72612,7.1,30,0.01,0
2859,108929,5.9,23,0.08,0
3128,79712,8.1,18,0.09,0
5561,92654,10.6,21,0.02,0
2902,39651,11.3,21,0.03,0
2798,89763,11.5,23,0.09,0
3472,103156,7.6,22,0.09,0
5767,104755,8.8,30,0.08,0
5498,49050,6.4,16,0.08,0
3097,51554,8.8,18,0.03,0
2294,83197,4.7,29,0.07,0
4312,58088,4.5,30,0.06,0
2302,91470,4.7,21,0.07,0
6319,54550,8.0,29,0.07,0
6524,144814,5.5,22,0.09,0
2121,97753,10.8,18,0.02,0
3001,57374,7.0,21,0.07,0
1856,132373,5.3,15,0.04,0
7814,66612,7.3,27,0.01,0
5254,115671,10.6,27,0.08,0
5539,75462,6.1,16,0.05,0
4170,90580,8.0,26,0.06,0
1467,64247,7.3,22,0.05,0
7835,53097,11.6,16,0.08,0
4726,43269,5.9,20,0.02,0
2195,143593,7.7,18,0.06,0
4753,48831,5.8,16,0.03,0
2549,36859,6.8,18,0.03,0
2473,83201,7.1,15,0.02,0
4958,21452,10.3,18,0.08,0
1892,80746,9.7,27,0.07,0
2013,104622,9.3,27,0.02,0
3719,119150,10.0,28,0.07,0
2720,121761,9.7,29,0.03,0
7126,114090,9.2,29,0.08,0
6148,141921,11.9,20,0.03,0
3440,134418,7.3,16,0.04,0
1942,30517,9.5,24,0.01,0
2836,110680,11.0,22,0.09,1
7977,128580,4.8,16,0.1,0
6466,109939,7.7,21,0.1,0
6406,136819,6.4,29,0.05,0
1033,63138,11.4,17,0.06,0
4614,39057,6.6,18,0.09,0
5001,31093,8.8,23,0.04,0
6829,36843,8.2,18,0.05,0
7621,39225,11.1,30,0.04,0
7876,59032,7.2,18,0.09,0
1287,49737,9.2,26,0.03,0
1185,66724,7.8,23,0.04,0
3747,60356,9.5,18,0.08,0
1667,114546,9.3,23,0.04,0
7106,146081,7.2,24,0.02,0
5292,59713,4.9,27,0.08,0
7634,131282,9.2,25,0.08,0
6622,59421,7.7,25,0.06,0
5542,121777,4.5,22,0.03,0
2968,128322,8.7,24,0.09,0
7876,31563,11.4,15,0.02,0
1107,126556,10.4,20,0.04,0
2151,62944,4.8,27,0.08,0
2057,68966,10.4,28,0.04,0
6932,29790,9.2,25,0.04,0
2077,88923,7.9,24,0.07,0
3127,95810,5.0,21,0.05,0
1285,51886,4.6,15,0.06,0
3601,33993,5.1,23,0.09,0
1114,80886,5.6,26,0.01,0
5746,21043,6.0,29,0.04,0
4495,94470,11.6,29,0.02,0
6888,88145,11.6,16,0.02,0
3453,76231,7.6,21,0.06,0
7180,61077,5.2,24,0.04,0
7580,109834,9.7,27,0.05,0
7639,88710,6.5,24,0.02,0
4267,86141,8.3,16,0.04,0
1927,33889,8.5,23,0.03,0
3744,38008,10.3,27,0.08,0
4570,68265,7.5,25,0.05,1
4803,52679,9.6,21,0.06,0
3415,41401,5.2,16,0.02,0
7331,75040,12.0,21,0.06,0
2819,147604,6.9,21,0.1,0
4238,30510,9.0,15,0.02,0
5882,34034,9.5,29,0.09,0
6567,61662,6.9,23,0.04,0
7827,78677,4.5,18,0.03,0
6374,92284,4.7,26,0.04,0
3665,25086,7.2,27,0.02,0
3046,36855,9.6,30,0.08,0
2010,52638,9.9,19,0.04,0
6282,74922,8.2,19,0.02,0
5334,78932,6.7,15,0.05,0
6904,72242,7.9,16,0.06,0
3947,111965,6.7,24,0.06,0
2229,115641,10.8,29,0.05,0
7592,112244,11.8,19,0.01,0
6476,138168,6.8,19,0.02,0
6874,46381,6.3,29,0.09,0
4286,44110,7.4,18,0.1,0
6136,78904,7.3,15,0.02,0
5111,119475,5.1,28,0.06,0
2520,135668,11.3,30,0.09,0
7915,71536,9.3,20,0.08,0
4360,40381,4.5,27,0.02,0
5396,64082,9.6,28,0.05,0
1664,92787,9.9,21,0.03,0
7555,34172,4.6,30,0.02,0
4934,27918,6.9,19,0.09,0
6290,81839,10.0,21,0.07,0
2786,122062,7.4,18,0.08,0
7482,41047,6.1,19,0.09,0
1635,146095,5.4,19,0.03,0
2567,119064,10.4,20,0.08,0
2202,53099,11.3,28,0.04,0
5536,55902,6.9,19,0.04,0
5586,68034,9.7,27,0.02,0
7357,136338,4.9,28,0.06,1
2797,24510,8.9,21,0.06,0
1716,60045,7.1,24,0.08,0
5907,94853,6.6,20,0.04,0
6120,45018,7.5,26,0.06,0
2393,118854,7.3,24,0.07,0
4011,47110,9.6,27,0.07,0
4836,131129,11.5,28,0.01,0
3440,79068,8.5,19,0.03,0
6811,89453,11.7,21,0.1,0
5084,29624,9.3,15,0.05,0
1219,114983,9.9,20,0.02,0
2171,123174,12.0,15,0.04,0
6887,136656,5.2,23,0.04,0
6866,96357,6.1,27,0.04,0
6901,138161,11.6,18,0.01,0
5462,81180,11.7,24,0.03,0
1506,59805,9.2,15,0.07,0
2106,118585,5.0,25,0.08,0
4102,24729,4.8,15,0.05,0
2363,95416,6.4,29,0.09,0
7306,88486,6.0,16,0.07,0
6673,114975,12.0,27,0.01,0
6151,113485,7.0,16,0.09,0
7952,62325,5.0,17,0.02,0
4007,55386,6.4,27,0.06,0
7116,84046,4.9,22,0.05,0
1443,113949,4.9,22,0.05,0
5372,34169,5.1,19,0.06,0
1132,26966,10.2,30,0.01,0
7058,59488,9.8,19,0.08,0
3817,59489,10.9,23,0.06,0
6372,124829,10.3,25,0.09,0
2414,25466,4.6,23,0.02,0
3369,69387,9.1,29,0.1,0
6318,114536,7.3,20,0.02,0
7710,83660,11.9,19,0.02,0
7156,97691,6.2,30,0.09,0
6352,130576,5.6,18,0.02,0
6802,33219,9.2,29,0.09,0
2060,146687,11.2,25,0.05,0
4810,89250,10.6,20,0.06,0
1283,78607,11.1,22,0.01,0
1986,119361,10.9,21,0.05,0
6400,118496,10.8,20,0.08,0
2503,47795,8.1,17,0.06,0
4747,106333,6.9,17,0.08,0
7451,92599,6.4,17,0.1,0
7176,74719,8.8,21,0.08,0
4505,143133,10.9,22,0.02,0
1274,122795,11.0,21,0.05,0
7316,115590,7.1,17,0.04,0
4531,43887,9.4,27,0.02,0
2805,29208,6.1,18,0.07,0
6823,144052,10.2,28,0.02,0
6476,96477,11.1,15,0.03,0
3615,143748,6.7,25,0.02,0
7584,48100,11.9,28,0.09,0
1858,40594,8.0,19,0.07,0
3819,115565,8.6,18,0.08,0
3164,26447,10.8,21,0.04,0
7704,45321,11.3,23,0.06,0
3362,96863,11.4,17,0.03,0
4430,22362,5.7,15,0.02,0
5699,84149,4.6,28,0.03,0
2535,30860,4.7,21,0.06,0
5955,46007,10.3,25,0.03,0
5319,55214,8.3,16,0.02,0
3528,77891,6.0,16,0.05,0
3926,118344,6.1,19,0.02,0
5995,148371,10.5,15,0.06,0
1166,122922,10.2,27,0.08,0
6244,35986,7.3,16,0.05,0
7349,141086,6.4,26,0.1,0
4817,129930,11.9,15,0.1,0
2016,68199,6.8,19,0.05,0
2941,113811,7.4,20,0.06,0
7842,81331,11.0,19,0.03,0
1063,51705,4.8,27,0.07,0
6161,93272,4.9,17,0.06,1
2996,124001,10.2,25,0.06,0
2321,71418,7.7,26,0.02,0
7733,66816,11.7,25,0.04,0
5043,98781,9.4,18,0.03,0
3330,96705,5.8,15,0.08,0
2264,103184,7.7,23,0.07,0
3857,63072,11.0,16,0.08,0
1436,68055,11.6,26,0.07,0
6408,92657,6.8,30,0.03,0
4302,97763,4.8,25,0.04,0
4116,103589,11.9,24,0.06,0
7084,121175,6.5,25,0.05,0
5853,61762,9.7,16,0.06,0
2733,43320,8.9,20,0.02,0
3645,101914,6.8,24,0.06,0
1188,31277,8.7,22,0.06,0
6525,149256,7.2,20,0.07,0
1698,20794,4.6,28,0.07,1
1742,93699,6.7,27,0.08,0
5202,131607,7.1,30,0.1,0
4124,24822,6.2,22,0.02,0
1948,48741,5.8,26,0.03,0
7552,45410,10.8,30,0.09,0
6380,58458,5.3,21,0.08,0
5609,125950,11.5,19,0.04,0
